,num,lang,hisco,occupation
7095,7990,French,61110,cultivateur et cafetier
7096,7991,French,61110,cultivateur et charpentier
7097,7992,French,61110,cultivateur et chaufournier
7098,7993,French,61110,cultivateur et colon
7099,7994,French,61110,cultivateur et conseiller municipal
7100,7995,French,61110,cultivateur et coquetier
7101,7996,French,61110,cultivateur et domestique
7102,7997,French,61110,cultivateur et ex soldat
7103,7998,French,61110,cultivateur et expert suppléant du juge de paix
7104,7999,French,61110,cultivateur et expert suppléant du juge de paix du canton
7105,8000,French,61110,cultivateur et garçon meunier
7106,8001,French,61110,cultivateur et garde-chasse
7107,8002,French,61110,cultivateur et huilier
7108,8003,French,61110,cultivateur et journalier
7109,8004,French,61110,cultivateur et juge de paix
7110,8005,French,61110,cultivateur et maçon
7111,8006,French,61110*,Cultivateur et Maire
7112,8008,French,61110,cultivateur et maire (de 50-tollevast)
7113,8009,French,61110*,Cultivateur et Maire adjoint
7114,8011,French,61110,cultivateur et marchand
7115,8012,French,61110,cultivateur et marchand de bestiaux
7116,8013,French,61110,cultivateur et marchand de bois
7117,8014,French,61110,cultivateur et marchand de charbon
7118,8015,French,61110,cultivateur et marchand de chevaux
7119,8016,French,61110,cultivateur et marchand de cochons
7120,8017,French,61110,cultivateur et marchand de porcs
7121,8018,French,61110,cultivateur et maréchal ferrand et maire
7122,8019,French,61110,cultivateur et meunier
7123,8020,French,61110,cultivateur et musicien
7124,8021,French,61110,cultivateur et négociant
7125,8022,French,61110,cultivateur et propriétaire
7126,8023,French,61110,cultivateur et rentier
7127,8024,French,61110,cultivateur et soldat
7128,8025,French,61110,cultivateur et soldat en congé
7129,8026,French,61110,cultivateur et soldat garde-côte
7130,8027,French,61110,cultivateur et tisserand
7131,8028,French,61110,cultivateur et vice président du conseil d'arrondissement du
7132,8029,French,61110,cultivateur et vice-président du conseil d'arrondissement du
7133,8030,French,61110,cultivateur fermier
7134,8031,French,61110,cultivateur fermier meunier
7135,8032,French,61110,cultivateur fleuriste
7136,8033,French,61110,cultivateur gagiste
7137,8034,French,61110,cultivateur garde-champêtre
7138,8035,French,61110,cultivateur garde-coupe
7139,8036,French,61110,cultivateur jardinier
7140,8037,French,61110,cultivateur journalier
7141,8038,French,61110,cultivateur maçon
7142,8039,French,61110,cultivateur maire
7143,8040,French,61110,cultivateur maraîcher
7144,8041,French,61110,cultivateur marchand
7145,8042,French,61110,cultivateur marchand de bestiaux
7146,8043,French,61110,cultivateur marchand de porcs
7147,8044,French,61110,cultivateur marchand de toile
7148,8045,French,61110,cultivateur marchand de vaches
7149,8046,French,61110,cultivateur maréchal
7150,8047,French,61110,cultivateur métayer
7151,8048,French,61110,cultivateur meunier
7152,8049,French,61110,cultivateur mineur
7153,8050,French,61110,cultivateur mobilisé
7154,8051,French,61110,cultivateur présumé
7155,8052,French,61110*,Cultivateur propriétaire
7156,8054,French,61110,cultivateur propriétaire et adjoint au maire
7157,8055,French,61110,cultivateur propriétaire et maire
7158,8056,French,61110,cultivateur raffineur
7159,8057,French,61110,cultivateur résinier
7160,8058,French,61110,cultivateur retraité
7161,8059,French,61110,cultivateur salarié
7162,8060,French,61110,cultivateur tonnelier
7163,8061,French,61110,cultivateur vigneron
7164,8062,French,61110,Cultivateur-bedeau
7165,8063,French,61110,Cultivateur-charron
7166,8064,French,61110,Cultivateur-conseiller
7167,8065,French,61110,Cultivateur-ferblantier
7168,8066,French,61110,Cultivateur-fermier
7169,8067,French,61110,Cultivateur-forgeron
7170,8068,French,61110,Cultivateur-fromager
7171,8069,French,61110,Cultivateur-garde forestier
7172,8070,French,61110,Cultivateur-industriel
7173,8071,French,61110,Cultivateur-journalier
7174,8072,French,61110,Cultivateur-marchand
7175,8073,French,61110,Cultivateur-rentier
7176,8074,French,61110,Cultivateur/Fermier
7177,8075,French,61110*,Cultivatrice
7178,8079,French,61110,Cultivatrice et Couturière
7179,8080,French,61110,Cultivatrice et Marchande de bestiaux
7180,8081,French,61110,Cultivatrice et Ménagère
7181,8082,French,61110,Cultivatrice et Meunière
7182,8083,French,61110,Cultivatrice et Rentière
7183,8084,French,61110,Cultivatrice et Servante
7184,8085,French,61110,Cultivatrice propriétaire
7185,8086,French,61110,cultivatrice retraitée
7186,8087,English,89225,Cup maker
7187,8088,English,72330,Cupolatenter
7188,8089,Swedish,14120,Cur. pastor
7189,8090,Spanish,14120,Cura
7190,8091,Portugese,75615,Curadeira
7191,8092,Portugese,75615,Curadeira a curar linho fiado
7192,8093,Spanish,14920,Curandero
7193,8094,French,14140,curé
7194,8095,Portugese,76000,Curtidor
7195,8096,Spanish,76145,Curtidor
7196,8097,English,31040,Customs official
7197,8098,Portugese,83915,Cutileiro
7198,8099,English,83915,Cutler
7199,8100,English,73490,Cutter paper mill
7200,8101,French,81930,cuvetier tonnelier
7201,8102,French,72420,Cuviste
7202,8103,French,72420,Cuviste-collecteur
7203,8104,French,18020,cycliste
7204,8105,French,18020,cyclomotoriste
7205,8106,Swedish,84190,Cykelarbetare
7206,8107,Swedish,37040,Cykelbud
7207,8108,Swedish,84975,Cykelreparatör
7208,8109,French,83470,cylindreur
7209,8110,German,-1,D(okto)r
7210,8111,Dutch,45130,D0pothouder
7211,8112,Portugese,99998,Da alfândega
7212,8113,Portugese,-1,Da caridade Pública
7213,8114,Portugese,14990,Da casa do Ex.mo Nuncio
7214,8115,Portugese,30000,Da casa do infantado
7215,8116,Portugese,30000,Da chancelaria
7216,8117,Portugese,-1,Da cidade do Porto
7217,8118,Portugese,99998,Da compª do Pará 
7218,8119,Portugese,51020,Da Estalagem
7219,8120,Portugese,92110,Da imprensa Régia
7220,8121,Portugese,31000,Da Junta do Comércio
7221,8122,Portugese,31000,Da Junta do Tabaco
7222,8123,Portugese,30000,Da legacia
7223,8124,Portugese,30000,Da Mesa Censória
7224,8125,Portugese,14990,Da patriarcal
7225,8126,Portugese,32120,Da secretaria
7226,8127,German,95300,Dachdecker
7227,8128,French,32140,dactylo
7228,8129,French,32140,dactylo codeuse
7229,8130,French,33110,dactylo comptable
7230,8131,French,33135,dactylo facturière
7231,8132,French,32140*,Dactylographe
7232,8137,French,32140,Dactylographe facturière
7233,8138,Norwegian,99920,Dagarbeide
7234,8139,Norwegian,99920*,Dagarbeider
7235,8141,Norwegian,99920,Dagarbeider forskjelligt
7236,8142,Norwegian,99920,Dagarbeider ved gaardsbrug
7237,8143,Norwegian,99920,Dagarbeider ved glasverket
7238,8144,Norwegian,99920,Dagarbeider ved isbedrifter
7239,8145,Norwegian,97415,Dagarbeider ved jernbanen
7240,8146,Norwegian,99920,Dagarbeider ved jordbrug
7241,8147,Norwegian,99920,Dagarbeider ved petroleumslager
7242,8148,Norwegian,99920,Dagarbeider ved scheiderringen
7243,8149,Norwegian,99920,Dagarbeider ved skifferstensbrydning
7244,8150,Norwegian,99920,Dagarbeider ved skogdrift
7245,8151,Norwegian,73320,Dagarbeider ved træsliberi
7246,8152,Norwegian,99920,Dagarbeider ved tømmerdrift
7247,8153,Norwegian,99920,Dagarbeider ved tøndefabrik
7248,8154,Norwegian,99920,Dagarbeiderske
7249,8155,Danish,99920,Dagarbejder
7250,8156,Dutch,15915,dagbladschrijver
7251,8157,Dutch,99920,Daggelder
7252,8158,Dutch,99920,Daghuurder
7253,8159,Swedish,99920,Dagkarl
7254,8160,Swedish,99920,Dagkarlänka
7255,8161,Norwegian,99920,Dagleier
7256,8162,Danish,99920,Daglejer
7257,8163,Dutch,99920,Dagloner
7258,8164,Dutch,99920,dagloners
7259,8165,Dutch,99920,Daglooner
7260,8166,Dutch,99920,daglooners
7261,8167,Dutch,99920,Dagloonster
7262,8168,Swedish,99920,Daglönare
7263,8169,Swedish,99920,Daglönareänka
7264,8170,Norwegian,99920,Daglønner
7265,8171,Danish,99920,Daglønner
7266,8172,Swedish,99920*,Dagsverkare
7267,8174,Swedish,99920,Dagsverksfolk
7268,8175,Swedish,99920,Dagsverkskarl
7269,8176,Swedish,61115,Dagsverkstorpare
7270,8177,Catalan,83915,Daguer
7271,8178,Spanish,83915,Daguero
7272,8179,Swedish,58940,Dagvakt
7273,8180,English,13960,Daily governess
7274,8181,English,13960,Daily instructress
7275,8182,English,61250,Dairy keeper
7276,8183,English,62510,Dairy servant
7277,8184,English,62510,Dairymaid
7278,8185,English,62510,Dairyman
7279,8186,Swedish,-1,Dalflicka
7280,8187,Swedish,-1,Dalkulla
7281,8188,Swedish,54020,Dalpiga
7282,8189,Swedish,62120,Dalpiga
7283,8190,French,54040*,Dame de compagnie
7284,8192,French,37000,Dame des postes
7285,8193,German,79140,Damenschneiderin
7286,8194,Swedish,57030,Damfriseringsbarberare
7287,8195,Swedish,57020,Damfriseringsinnehaverska
7288,8196,Swedish,57020,Damfrisör
7289,8197,Swedish,57020,Damfrisörska
7290,8198,Swedish,57020,Damfrisörskebiträde
7291,8199,Swedish,57020,Damfrisörskeelev
7292,8200,Swedish,-1,Damgarderobinnehaverska
7293,8201,Swedish,41030,Damkonfektionshandlerska
7294,8202,Norwegian,39120,Dampskibsekspeditør
7295,8203,Norwegian,04217,Dampskibsfører
7296,8204,Norwegian,04217,Dampskibskapitain
7297,8205,Norwegian,04240,Dampskibslods
7298,8206,Norwegian,97120,Dampskibslosser og laster
7299,8207,Norwegian,98220,Dampskibsmaskinist
7300,8208,Norwegian,98135,Dampskibsmatros
7301,8209,Norwegian,54060,Dampskibstjener
7302,8210,Swedish,79140,Damskräddare
7303,8211,Swedish,79140,Damskrädderiarbetare
7304,8212,Swedish,79140,Damskrädderiinnehavare
7305,8213,Swedish,79140,Damskrädderiinnehaverska
7306,8214,Portugese,17230,Dançarino
7307,8215,Swedish,61110,Danneman
7308,8216,Swedish,17230,Dansartist
7309,8217,Danish,17230,Danser
7310,8218,French,17230,Danseur
7311,8219,French,17590,danseur de corde
7312,8220,French,17230,Danseuse
7313,8221,Swedish,13250,Danslärarehustru
7314,8222,Swedish,13250,Danslärarinna
7315,8223,Swedish,51090,Dansskoleinnehaverska
7316,8224,Swedish,17230,Dansör
7317,8225,Swedish,17230,Dansöränka
7318,8226,Swedish,17230,Dansös
7319,8227,German,33190,Darlehenskassenrechner
7320,8228,Portugese,99998,Das sete casas
7321,8229,English,-1,Daughter
7322,8230,Catalan,72890,Daurador
7323,8231,English,99920,Day labourer
7324,8232,Portugese,41030,De mercearia
7325,8233,English,41025*,Dealer
7326,8235,English,41025,Dealer in clothes
7327,8236,English,41025,Dealer in herring
7328,8237,English,41020,Dealer in pigs
7329,8238,Catalan,14190,Dean
7330,8239,Spanish,14190,Deán
7331,8240,Spanish,75150,Debanador
7332,8241,French,97120*,Débardeur
7333,8245,French,97120,débardeur forestier
7334,8246,French,41030*,Débitant
7335,8249,French,51050*,Débitant
7336,8251,French,41030*,Débitant d'eau de vie
7337,8254,French,41030,Débitant d'houille
7338,8255,French,41030*,Débitant de bière
7339,8257,French,51050*,Débitant de bière
7340,8259,French,41030,Débitant de boisson
7341,8260,French,51050,Débitant de boisson
7342,8261,French,41030*,Débitant de boissons
7343,8267,French,51050*,Débitant de boissons
7344,8271,French,41030,débitant de cidre
7345,8272,French,41030*,Débitant de liqueurs
7346,8274,French,51050,Débitant de liqueurs
7347,8275,French,41030,débitant de liquides
7348,8276,French,41030,Débitant de poisson
7349,8277,French,41030*,Débitant de tabac
7350,8280,French,41030,débitant de tabac et aubergiste
7351,8281,French,41030,débitant de tabac et cabaretier
7352,8282,French,41030,Débitant de viande
7353,8283,French,41030,débitant de vins
7354,8284,French,41030*,Débitant/détaillant
7355,8286,French,41030,Débitant/détaillant d'eau de vie
7356,8287,French,41030,Débitant/détaillant d'houille
7357,8288,French,41030,Débitant/détaillant de bièrre
7358,8289,French,41030,Débitant/détaillant de boisson
7359,8290,French,41030,Débitant/détaillant de boissons
7360,8291,French,41030,Débitant/détaillant de liqueurs
7361,8292,French,41030,Débitant/détaillant de poisson
7362,8293,French,41030,Débitant/détaillant de tabac
7363,8294,French,41030,Débitant/détaillant de viande
7364,8295,French,41030*,Débitante
7365,8297,French,51050,Débitante
7366,8298,French,41030*,Débitante de boissons
7367,8300,French,51050,Débitante de boissons
7368,8301,French,41030,Débitante de tabac
7369,8302,French,51050,Débitante de vin
7370,8303,French,87370,Débosseur
7371,8304,French,75190*,Débourreur
7372,8306,French,72940,décapeur
7373,8307,French,75650*,Décatisseur
7374,8309,German,99999,Decker
7375,8310,French,31040,déclarant en douane
7376,8311,French,83490*,Décolleteur
7377,8313,French,83490,Décolleteuse
7378,8314,French,16230*,Décorateur
7379,8317,French,16230,décorateur en ameublement
7380,8318,French,89530,décorateur en faiencerie
7381,8319,French,16200,décorateur étiquettiste
7382,8320,French,16200,décorateur sur papiers peints
7383,8321,French,89530,décorateur sur porcelaine
7384,8322,French,89520,décorateur sur verre
7385,8323,English,93120,Decorator
7386,8324,French,16230,décoratrice
7387,8325,French,-1,décoré croix de guerre(54era)
7388,8326,French,16230,Décoreuse
7389,8327,Swedish,81965,Decoupeur
7390,8328,French,87250,découpeur
7391,8329,French,87250,découpeur en métaux
7392,8330,French,99999,Découpeuse
7393,8331,English,64990,Decoyman
7394,8332,Danish,13020,Degn
7395,8333,Danish,-1,Degneenke
7396,8334,French,56040,dégraisseur
7397,8335,French,72940,dégraisseur de wagons de chemin defer
7398,8336,Swedish,93920,Dekorationselev
7399,8337,Swedish,93920*,Dekorationsmålare
7400,8339,Swedish,93920,Dekorationsmålarehustru
7401,8340,Swedish,93920,Dekorationsmålarelärling
7402,8341,Swedish,93920,Dekorationsmålareänka
7403,8342,Swedish,93920,Dekorationsmålerielev
7404,8343,Swedish,93920,Dekorationsmålerska
7405,8344,Swedish,93920,Dekoratör
7406,8345,Swedish,93920,Dekoratöränka
7407,8346,Swedish,93920,Dekormålarehustru
7408,8347,Swedish,93920,Dekormålareänka
7409,8348,Swedish,93920,Dekormålerska
7410,8349,French,33150,Délégué agent de change
7411,8350,French,43220,délégué médical
7412,8351,French,43220*,déléguée médicale
7413,8353,Spanish,03250,Delineante
7414,8354,Catalan,03250,Deliniant
7415,8355,Swedish,-1,Delägare
7416,8356,Swedish,-1,Delägarinna
7417,8357,Swedish,-1,Demamsell
7418,8358,French,-1,demandeur d'emploi
7419,8359,French,43220,démarcheur
7420,8360,French,43220,démarcheur de banque
7421,8361,French,43220,démarcheur en assurances
7422,8362,French,43220,démarcheur en banque
7423,8363,French,97190,démarcheur livreur
7424,8364,French,97190*,Déménageur
7425,8367,French,97190*,Déménageur homme de peine
7426,8369,French,08130,Démographe
7427,8370,Swedish,-1*,Demoiselle
7428,8372,French,53290,Demoiselle de bar
7429,8373,French,45125,Demoiselle de magasin
7430,8374,French,45130,Demoiselle de magasin
7431,8375,French,95945*,Démolisseur
7432,8378,French,45150,démonstrateur
7433,8379,French,75452,Dentèlliere
7434,8380,French,75452*,Dentellière
7435,8382,German,06310,Dentist
7436,8383,English,06310,Dentist
7437,8384,Swedish,06310,Dentist
7438,8385,Catalan,06310,Dentista
7439,8386,Spanish,06310,Dentista
7440,8387,Portugese,06310,Dentista
7441,8388,French,06310*,Dentiste
7442,8391,French,06320,dentiste
7443,8392,French,06310,Dentiste ambulant
7444,8393,French,06320,dentiste ambulant
7445,8394,French,84250*,Dentiste mécanicien
7446,8396,French,84250,Dentiste-mécanicien
7447,8397,Swedish,06310,Dentistelev
7448,8398,German,06310,Dentistin
7449,8399,French,85400,dépanneur
7450,8400,French,85420,Dépanneur d'appareils radio-télévision
7451,8401,French,85210,dépanneur électroménager
7452,8402,French,85630,dépanneur en téléphone
7453,8403,French,85420,dépanneur en télévision
7454,8404,French,85420,dépanneur en tsf
7455,8405,French,84320,dépanneur mécanicien
7456,8406,French,85630,dépanneur ptt
7457,8407,French,85420,dépanneur radio
7458,8408,French,85420,dépanneur radiotélé
7459,8409,French,85630,dépanneur télécommunications
7460,8410,English,-1,Dependent
7461,8411,Catalan,45125,Dependent comerç
7462,8412,Spanish,45125,Dependiente comercio
7463,8413,Spanish,53210,Dependiente de Café
7464,8414,Catalan,39310,Dependiente Oficina
7465,8415,Spanish,39310,Dependiente Oficina
7466,8416,Catalan,53210,Depenent Cafè
7467,8417,French,45240,dépositaire de journaux
7468,8418,Portugese,39140,Depositário das lãs
7469,8419,French,75190,Dépotayeuse
7470,8420,Dutch,45130,Depothouder
7471,8421,Portugese,20210,Deputado Junta Para-Maranhão
7472,8422,French,20110*,Député
7473,8425,French,20110,député à l'assemblée nationale
7474,8426,French,20110,député de paris
7475,8427,French,20110,député du corps législatif
7476,8428,French,20110,député maire
7477,8429,French,20110,député seine inférieure
7478,8430,French,06120,Dermatologiste
7479,8431,French,06120,Dermatologue
7480,8432,Spanish,97190,Descargador
7481,8433,Portugese,97125,Descarregador
7482,8434,Catalan,97190,Descarregadro
7483,8435,Portugese,12210,Desembargador
7484,8436,Portugese,16240,Desenhador
7485,8437,Catalan,55240,Deshollinador
7486,8438,Spanish,55240,Deshollinador
7487,8439,English,16200,Designer
7488,8440,French,59990,désinfecteur
7489,8441,Swedish,07990,Desinfektionsbiträde
7490,8442,Swedish,07990,Desinfektör
7491,8443,Portugese,77520,Desnatador
7492,8444,Portugese,12410,Despachante da alfândega
7493,8445,Spanish,39310,Despacho
7494,8446,Catalan,39310,Despatx
7495,8447,Portugese,71190,Despejador
7496,8448,French,03110*,Dessinateur
7497,8451,French,03210,dessinateur
7498,8452,French,16100*,Dessinateur
7499,8454,French,16200*,Dessinateur
7500,8456,French,75340*,Dessinateur
7501,8458,French,99999,dessinateur à l'électricité de france
7502,8459,French,03150*,Dessinateur architecte
7503,8461,French,03250,dessinateur architecte
7504,8462,French,03240,dessinateur au service du génie
7505,8463,French,03010,dessinateur aux chemins de fer
7506,8464,French,03240,dessinateur aux ponts et chaussées
7507,8465,French,03240,dessinateur béton armé
7508,8466,French,16220,Dessinateur commercial
7509,8467,French,16130,dessinateur de la marine
7510,8468,French,16130,Dessinateur de marine
7511,8469,French,99999,dessinateur edf
7512,8470,French,03240,dessinateur en bâtiment
7513,8471,French,03010,dessinateur en chaudronnerie
7514,8472,French,03220,dessinateur en construction mécanique
7515,8473,French,03230,dessinateur en électronique
7516,8474,French,16240,dessinateur en soierie
7517,8475,French,16240*,Dessinateur en tulle
7518,8477,French,16240,dessinateur en vêtement
7519,8478,French,03160,Dessinateur géomètre
7520,8479,French,03260,dessinateur géomètre
7521,8480,French,03110*,Dessinateur industriel
7522,8482,French,03210,dessinateur industriel
7523,8483,French,03180,Dessinateur lithographe
7524,8484,French,83280,dessinateur lithographe
7525,8485,French,16200,dessinateur maquettiste
7526,8486,French,16130,dessinateur marine
7527,8487,French,03020,dessinateur mécanicien
7528,8488,French,16130,dessinateur naval
7529,8489,French,03190*,Dessinateur paysagiste
7530,8491,French,16220,dessinateur publicitaire
7531,8492,French,03120,Dessinateur-mécanicien
7532,8493,French,03010,dessinatrice
7533,8494,French,03110,Dessinatrice
7534,8495,French,16100,Dessinatrice
7535,8496,French,16200,Dessinatrice
7536,8497,Spanish,74400,Destilador
7537,8498,Portugese,73390,Destilador (ind. papel)
7538,8499,Catalan,74400,Destillador
7539,8500,Swedish,74500*,Destillatör
7540,8502,French,41030,Détaillant
7541,8503,French,41030,Détaillant d'eau de vie
7542,8504,French,41030,Détaillant d'houille
7543,8505,French,41030,Détaillant de boisson
7544,8506,French,41030,Détaillant de liqueurs
7545,8507,French,41030,Détaillant de poisson
7546,8508,French,41030,Détaillant de tabac
7547,8509,French,41030,Détaillant de viande
7548,8510,French,58920*,Détective
7549,8512,Swedish,58230,Detektiv
7550,8513,Swedish,58220,Detektivkonstapel
7551,8514,Swedish,58220,Detektivkonstapelänka
7552,8515,Swedish,58220,Detektivpolis
7553,8516,Swedish,58220,Detektivöverkonstapel
7554,8517,French,-1,détenu
7555,8518,French,79990,Deuilliste
7556,8519,Dutch,39340,Deurwaarder
7557,8520,Dutch,39340,Deurwaarder bij het kantongerecht
7558,8521,Dutch,39340,Deurwaarder bij het kantongeregt
7559,8522,French,58300,deuxième maître (sur le porte avions foch)
7560,8523,French,58300,deuxieme maître clairon de marine
7561,8524,French,58300,deuxième maître commis aux vivres
7562,8525,French,58300,deuxieme maître de flotte
7563,8526,French,58300,deuxième maître de manoeuvre
7564,8527,French,84990,deuxieme maître mécanicien
7565,8528,French,84990,deuxième maître mécanicien
7566,8529,French,58300,deuxieme maître vétéran er
7567,8530,Catalan,75150,Devanador
7568,8531,French,92720,développeur en photographies
7569,8532,French,75290,dévideur
7570,8533,French,75290*,Dévideuse
7571,8535,French,75290,Dévideuse à la filature
7572,8536,French,75290,Dévideuse de coton
7573,8537,French,75290,Dévideuse de laine
7574,8538,French,75290,Dévideuse de lin
7575,8539,French,75290,Dévideuse de soie
7576,8540,French,75290,Dévideuse en coton
7577,8541,Greek,15915,DHMOSIOGRAFOS
7578,8542,Greek,31020,DHMOSIOS EISPRAKTQR
7579,8543,Greek,30000,DHMOSIOS YPALLHLOS
7580,8544,Greek,37040,DHMOTIKOS KLHTHR
7581,8545,Portugese,14120,Diácono
7582,8546,Swedish,07110,Diakon
7583,8547,Swedish,07110,Diakonelev
7584,8548,Swedish,07110*,Diakonissa
7585,8550,French,88030,diamantaire
7586,8551,Swedish,88010,Diamantarbetare
7587,8552,Dutch,88030,diamantbewerker
7588,8553,Swedish,88010,Diamantborrare
7589,8554,Dutch,88040,diamantzetter
7590,8555,Swedish,88010,Diamantör
7591,8556,Catalan,03210,Dibuixant
7592,8557,Catalan,75340,Dibuixant Jacquard
7593,8558,Spanish,03210,Dibujante
7594,8559,Spanish,75340,Dibujante Jacquard
7595,8560,Greek,13300,DIDASKALOS
7596,8561,Dutch,58220,Dienaar van politie
7597,8562,Dutch,58340,dienende als matroos in konings marine
7598,8563,Dutch,58340,dienende als milicien in de 9e afdeling infanterie
7599,8564,Dutch,58340,dienende als vrywilliger in het korpsjagers van van dam
7600,8565,German,54020,Diener
7601,8566,German,54020,Dienerin
7602,8567,Dutch,54020,Dienknecht
7603,8568,Dutch,54020,Diensbode
7604,8569,Dutch,58340,dienst als milicien in 5e afdeling infanterie
7605,8570,Dutch,54020,Dienstbaan
7606,8571,Dutch,54020,Dienstbaar
7607,8572,Dutch,54020,Dienstbode
7608,8573,German,54020,Dienstknecht
7609,8574,Dutch,54020,Dienstknecht
7610,8575,Dutch,54020,dienstknegt
7611,8576,Dutch,54020,Dienstmaagd
7612,8577,German,54020,Dienstmagd
7613,8578,German,54020*,Dienstmagd (-mädchen)
7614,8580,Dutch,54020,Dienstman
7615,8581,Dutch,54020,Dienstmeid
7616,8582,Dutch,54020,Dienstmeid in huis no 8
7617,8583,German,54020,Dienstmädchen
7618,8584,Dutch,97400,dieper
7619,8585,Dutch,06510,Dierenarts
7620,8586,French,84920,diéséliste
7621,8587,French,06910,diététicienne
7622,8588,French,06910,Diététiste
7623,8589,Swedish,92225,Digelpresstryckare
7624,8590,Dutch,22690,dijkbaas
7625,8591,Dutch,22690,dijkopzichter
7626,8592,Dutch,22690,dijksopzigter
7627,8593,Dutch,58940,dijkwachter
7628,8594,Dutch,97400,dijkwerker
7629,8595,Greek,12210,DIKASTIKOS
7630,8596,Greek,37040,DIKASTIKOS KLHTHR
7631,8597,Greek,39340,DIKASTIKOS YPALLHLOS
7632,8598,Greek,12110,DIKHGOROS
7633,8599,Greek,99999,DIKOLABOS
7634,8600,French,20210,diplomate
7635,8601,French,20210,diplomate et conseiller juridique de droit international et
7636,8602,French,-1,diplômé d'agriculture
7637,8603,French,12310,diplômé notaire
7638,8604,German,02000,Diplomingenieur
7639,8605,Swedish,02000,Diplomingenjör
7640,8606,English,89560,Dipper
7641,8607,Dutch,31090,dir.der zekerheidsstelling voor ambtenaren
7642,8608,French,21110*,Directeur
7643,8610,Dutch,21110,Directeur
7644,8611,French,21110*,Directeur
7645,8613,French,21000,Directeur adjoint
7646,8614,French,21110,directeur adjoint
7647,8615,French,21110,directeur adjoint au centre de formation professionnelle
7648,8616,French,21110,directeur adjoint d'agence de compagnie d'aviation
7649,8617,French,21110,directeur adjoint de banque
7650,8618,French,13940,directeur adjoint de collège
7651,8619,French,21110,directeur adjoint de scae
7652,8620,French,21110,directeur adjoint de société
7653,8621,French,31020,directeur adjoint des contributions indirectes
7654,8622,French,21110,directeur administratif
7655,8623,French,21110,directeur administratif de banque
7656,8624,French,21110,directeur administratif de société
7657,8625,French,21110,directeur agence havas
7658,8626,French,21110,Directeur assurances
7659,8627,French,21110,directeur au centre d'orientation professionnelle
7660,8628,French,21110,directeur au crédit agricole
7661,8629,French,21110,directeur au ministère
7662,8630,French,21110,directeur au ministère des finances
7663,8631,French,21110,directeur aux huileries marocaines
7664,8632,French,21110,directeur aux magasins le bon marché
7665,8633,French,21320*,Directeur commercial
7666,8635,French,21320,directeur commercial en alimentation animale
7667,8636,French,21110,Directeur d' usine
7668,8637,French,21110,directeur d'aérium
7669,8638,French,21110,directeur d'agence
7670,8639,French,21110,directeur d'agence de vente de propriétés
7671,8640,French,21110,directeur d'agence en douane
7672,8641,French,21110,directeur d'agence immobilière
7673,8642,French,21110,directeur d'assurances
7674,8643,French,21110,directeur d'atelier d'handicapés physiques
7675,8644,French,21110,directeur d'auto-école
7676,8645,French,13940*,Directeur d'école
7677,8648,French,13940,directeur d'école agricole
7678,8649,French,13940*,Directeur d'école communale
7679,8651,French,13940,directeur d'école en retraite
7680,8652,French,13940,directeur d'école honoraire
7681,8653,French,13940,directeur d'école libre
7682,8654,French,13940,directeur d'école normale
7683,8655,French,13940,directeur d'école primaire supérieure
7684,8656,French,13940*,Directeur d'école publique
7685,8658,French,21110,directeur d'entreprise
7686,8659,French,13940,directeur d'établissement scolaire
7687,8660,French,21220,directeur d'exploitation
7688,8661,French,21300,directeur d'exportation
7689,8662,French,21990,directeur d'hôpital
7690,8663,French,21990,directeur d'hôpital (orléans)
7691,8664,French,20210,Directeur d'hospice
7692,8665,French,21420*,Directeur d'hôtel
7693,8667,French,21200,directeur d'imprimerie
7694,8668,French,21940,directeur d'octroi
7695,8669,French,21940,directeur d'octroi en retraite
7696,8670,French,21940,directeur d'octroi retraité
7697,8671,French,13940,directeur d'université
7698,8672,French,21110*,Directeur d'usine
7699,8674,French,21110,Directeur d'usine à gaz
7700,8675,French,21220,directeur d'usine à gaz
7701,8676,French,21110*,Directeur de banque
7702,8678,French,21110,directeur de banque et conseiller municipal
7703,8679,French,21960,directeur de bureau de fret
7704,8680,French,21490,directeur de cabaret
7705,8681,French,21110,directeur de caisse de crédit agricole
7706,8682,French,21490,directeur de centre équestre
7707,8683,French,21490,directeur de cercle
7708,8684,French,21490,directeur de cinéma
7709,8685,French,21490,directeur de club
7710,8686,French,21960,directeur de diligence
7711,8687,French,21490,directeur de discothèque
7712,8688,French,21220,directeur de fabrication
7713,8689,French,21110*,Directeur de fabrique
7714,8691,French,21220,directeur de fabrique
7715,8692,French,21220,directeur de fabrique d'optique
7716,8693,French,21110,Directeur de fabrique/usine
7717,8694,French,21110,Directeur de filature
7718,8695,French,21220,directeur de filature
7719,8696,French,21220,directeur de fonderie
7720,8697,French,21110,Directeur de fours à chaux
7721,8698,French,21220,directeur de fours à chaux
7722,8699,French,21490,directeur de foyer de jeunes
7723,8700,French,13940,Directeur de l'école moyenne
7724,8701,French,13940,directeur de l'école nationale professionnelle
7725,8702,French,13940,directeur de l'école normale
7726,8703,French,21940,directeur de l'enregistrement
7727,8704,French,21220,directeur de l'imprimerie chaix
7728,8705,French,13940,directeur de l'institut des aveugles
7729,8706,French,21940,directeur de l'office du travail de lille
7730,8707,French,21220,directeur de l'usine à gaz
7731,8708,French,21940,directeur de la banque de france
7732,8709,French,21940,directeur de la caisse départementale des incendies de côte
7733,8710,French,21110,directeur de la caisse du crédit agricole
